waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,Score,Sentiment
2 minggu lalu,"Alun alun yang sangat bagus, bisa buat olahraga sama ngumpul2 keluarga. Ad banyak permainan salah satunya mobil remote, ini bisa dua kali ngitarin alun2nya dengan biaya 30 ribu. Ad juga sepeda listrik dan lainnya. Jika ke Wonosobo wajib kemari ya",Alun alun yang sangat bagus bisa buat olahraga sama ngumpul keluarga Ad banyak permainan salah satunya mobil remote ini bisa dua kali ngitarin alunnya dengan biaya  ribu Ad juga sepeda listrik dan lainnya Jika ke Wonosobo wajib kemari ya,alun alun yang sangat bagus bisa buat olahraga sama ngumpul keluarga ad banyak permainan salah satunya mobil remote ini bisa dua kali ngitarin alunnya dengan biaya  ribu ad juga sepeda listrik dan lainnya jika ke wonosobo wajib kemari ya,alun alun yang sangat bagus bisa buat olahraga sama ngumpul keluarga ada banyak permainan salah satunya mobil remote ini bisa dua mungkin ngitarin alunnya dengan biaya ribu ada juga sepeda listrik dan lainnya jika ke wonosobo wajib kemari ya,"['alun', 'alun', 'yang', 'sangat', 'bagus', 'bisa', 'buat', 'olahraga', 'sama', 'ngumpul', 'keluarga', 'ada', 'banyak', 'permainan', 'salah', 'satunya', 'mobil', 'remote', 'ini', 'bisa', 'dua', 'mungkin', 'ngitarin', 'alunnya', 'dengan', 'biaya', 'ribu', 'ada', 'juga', 'sepeda', 'listrik', 'dan', 'lainnya', 'jika', 'ke', 'wonosobo', 'wajib', 'kemari', 'ya']","['alun', 'alun', 'bagus', 'olahraga', 'ngumpul', 'keluarga', 'permainan', 'salah', 'satunya', 'mobil', 'remote', 'ngitarin', 'alunnya', 'biaya', 'ribu', 'sepeda', 'listrik', 'wonosobo', 'wajib', 'kemari', 'ya']",alun alun bagus olahraga ngumpul keluarga main salah satu mobil remote ngitarin alun biaya ribu sepeda listrik wonosobo wajib kemari ya,7,Positif
5 bulan lalu,Tempatnya lumayan bersih. Banyak penjual makanan dan mainan. Ada sewa mainan juga untuk anak hingga dewasa.,Tempatnya lumayan bersih Banyak penjual makanan dan mainan Ada sewa mainan juga untuk anak hingga dewasa,tempatnya lumayan bersih banyak penjual makanan dan mainan ada sewa mainan juga untuk anak hingga dewasa,tempatnya lumayan bersih banyak penjual makanan dan mainan ada sewa mainan juga untuk anak hingga dewasa,"['tempatnya', 'lumayan', 'bersih', 'banyak', 'penjual', 'makanan', 'dan', 'mainan', 'ada', 'sewa', 'mainan', 'juga', 'untuk', 'anak', 'hingga', 'dewasa']","['tempatnya', 'lumayan', 'bersih', 'penjual', 'makanan', 'mainan', 'sewa', 'mainan', 'anak', 'dewasa']",tempat lumayan bersih jual makan main sewa main anak dewasa,11,Positif
3 bulan lalu,"Pengalaman yang sangat menyenangkan, bisa menyaksikan event Festival Balon Udara Wonosobo 2025. Hebat 👍🏼👍🏼👍🏼 …",Pengalaman yang sangat menyenangkan bisa menyaksikan event Festival Balon Udara Wonosobo  Hebat  ,pengalaman yang sangat menyenangkan bisa menyaksikan event festival balon udara wonosobo  hebat  ,pengalaman yang sangat menyenangkan bisa menyaksikan acara festival balon udara wonosobo hebat,"['pengalaman', 'yang', 'sangat', 'menyenangkan', 'bisa', 'menyaksikan', 'acara', 'festival', 'balon', 'udara', 'wonosobo', 'hebat']","['pengalaman', 'menyenangkan', 'menyaksikan', 'acara', 'festival', 'balon', 'udara', 'wonosobo', 'hebat']",alam senang saksi acara festival balon udara wonosobo hebat,4,Positif
sebulan lalu,"Cocok buat nongkrong sore hari
Sama enak buat joging","Cocok buat nongkrong sore hari
Sama enak buat joging","cocok buat nongkrong sore hari
sama enak buat joging",cocok buat nongkrong sore hari sama enak buat joging,"['cocok', 'buat', 'nongkrong', 'sore', 'hari', 'sama', 'enak', 'buat', 'joging']","['cocok', 'nongkrong', 'sore', 'enak', 'joging']",cocok nongkrong sore enak joging,9,Positif
2 bulan lalu,"Demi melihat festival balon udara saya dn keluarga berangkat dr rumah pukul 00.30wib.sampai titik nol pukul 03.50
Alhamdulillah punya teman di dekat alun-alun,kita istirahat di sana,numpang …","Demi melihat festival balon udara saya dn keluarga berangkat dr rumah pukul wibsampai titik nol pukul 
Alhamdulillah punya teman di dekat alunalunkita istirahat di sananumpang ","demi melihat festival balon udara saya dn keluarga berangkat dr rumah pukul wibsampai titik nol pukul 
alhamdulillah punya teman di dekat alunalunkita istirahat di sananumpang ",demi melihat festival balon udara saya dan keluarga berangkat dari rumah pukul wibsampai titik nol pukul alhamdulillah punya teman di dekat alunalunkita istirahat di sananumpang,"['demi', 'melihat', 'festival', 'balon', 'udara', 'saya', 'dan', 'keluarga', 'berangkat', 'dari', 'rumah', 'pukul', 'wibsampai', 'titik', 'nol', 'pukul', 'alhamdulillah', 'punya', 'teman', 'di', 'dekat', 'alunalunkita', 'istirahat', 'di', 'sananumpang']","['festival', 'balon', 'udara', 'keluarga', 'berangkat', 'rumah', 'wibsampai', 'titik', 'nol', 'alhamdulillah', 'teman', 'alunalunkita', 'istirahat', 'sananumpang']",festival balon udara keluarga berangkat rumah wibsampai titik nol alhamdulillah teman alunalunkita istirahat sananumpang,-7,Negatif
setahun lalu,"Kesini gara-gara ada acara balon udara terakhir di Alun alun Wonosobo pada hari Minggu, 21 April 2024 . …",Kesini garagara ada acara balon udara terakhir di Alun alun Wonosobo pada hari Minggu  April   ,kesini garagara ada acara balon udara terakhir di alun alun wonosobo pada hari minggu  april   ,kesini garagara ada acara balon udara terakhir di alun alun wonosobo pada hari minggu april,"['kesini', 'garagara', 'ada', 'acara', 'balon', 'udara', 'terakhir', 'di', 'alun', 'alun', 'wonosobo', 'pada', 'hari', 'minggu', 'april']","['kesini', 'garagara', 'acara', 'balon', 'udara', 'alun', 'alun', 'wonosobo', 'minggu', 'april']",kesini garagara acara balon udara alun alun wonosobo minggu april,-4,Negatif
sebulan lalu,"Bagus alun2.a bersih gak ada pedagang kaki lima,,view jg bagus bnget klo lg cerah,,mungkin salah satu alun2 terbaik di jateng",Bagus aluna bersih gak ada pedagang kaki limaview jg bagus bnget klo lg cerahmungkin salah satu alun terbaik di jateng,bagus aluna bersih gak ada pedagang kaki limaview jg bagus bnget klo lg cerahmungkin salah satu alun terbaik di jateng,bagus aluna bersih tidak ada pedagang kaki limaview juga bagus banget kalau lagi cerahmungkin salah satu alun terbaik di jateng,"['bagus', 'aluna', 'bersih', 'tidak', 'ada', 'pedagang', 'kaki', 'limaview', 'juga', 'bagus', 'banget', 'kalau', 'lagi', 'cerahmungkin', 'salah', 'satu', 'alun', 'terbaik', 'di', 'jateng']","['bagus', 'aluna', 'bersih', 'pedagang', 'kaki', 'limaview', 'bagus', 'banget', 'cerahmungkin', 'salah', 'alun', 'terbaik', 'jateng']",bagus aluna bersih dagang kaki limaview bagus banget cerahmungkin salah alun baik jateng,6,Positif
sebulan lalu,"Tempatnya bersih, luas, dan segar, cocok untuk tempat olahraga dan liburan keluarga",Tempatnya bersih luas dan segar cocok untuk tempat olahraga dan liburan keluarga,tempatnya bersih luas dan segar cocok untuk tempat olahraga dan liburan keluarga,tempatnya bersih luas dan segar cocok untuk tempat olahraga dan liburan keluarga,"['tempatnya', 'bersih', 'luas', 'dan', 'segar', 'cocok', 'untuk', 'tempat', 'olahraga', 'dan', 'liburan', 'keluarga']","['tempatnya', 'bersih', 'luas', 'segar', 'cocok', 'olahraga', 'liburan', 'keluarga']",tempat bersih luas segar cocok olahraga libur keluarga,18,Positif
3 bulan lalu,"Tempat nyaman untuk jalan2, banyak jual makanan, dan yg paling enak makan mie ongklok dengan es dawet durenya mantap .. harga murah meriah",Tempat nyaman untuk jalan banyak jual makanan dan yg paling enak makan mie ongklok dengan es dawet durenya mantap  harga murah meriah,tempat nyaman untuk jalan banyak jual makanan dan yg paling enak makan mie ongklok dengan es dawet durenya mantap  harga murah meriah,tempat nyaman untuk jalan banyak jual makanan dan yang paling enak makan mie ongklok dengan es dawet duriannya mantap harga murah meriah,"['tempat', 'nyaman', 'untuk', 'jalan', 'banyak', 'jual', 'makanan', 'dan', 'yang', 'paling', 'enak', 'makan', 'mie', 'ongklok', 'dengan', 'es', 'dawet', 'duriannya', 'mantap', 'harga', 'murah', 'meriah']","['nyaman', 'jalan', 'jual', 'makanan', 'enak', 'makan', 'mie', 'ongklok', 'es', 'dawet', 'duriannya', 'mantap', 'harga', 'murah', 'meriah']",nyaman jalan jual makan enak makan mie ongklok es dawet durian mantap harga murah riah,26,Positif
sebulan lalu,Cukup bagus..cuma logo alun2 nya ga ada buat spot foto,Cukup baguscuma logo alun nya ga ada buat spot foto,cukup baguscuma logo alun nya ga ada buat spot foto,cukup baguscuma logo alun ya tidak ada buat spot foto,"['cukup', 'baguscuma', 'logo', 'alun', 'ya', 'tidak', 'ada', 'buat', 'spot', 'foto']","['baguscuma', 'logo', 'alun', 'ya', 'spot', 'foto']",baguscuma logo alun ya spot foto,3,Positif
3 bulan lalu,"Lautan manusia tumpah pada tgl 6 april 2025 di Alun² Wonosobo..
Seumur² baru tau kalo macet parah... Dan nyari tempat parkir susah.
Over sll masih bingung apa yang dinikmati..
😂😂😂 …","Lautan manusia tumpah pada tgl  april  di Alun Wonosobo
Seumur baru tau kalo macet parah Dan nyari tempat parkir susah
Over sll masih bingung apa yang dinikmati
 ","lautan manusia tumpah pada tgl  april  di alun wonosobo
seumur baru tau kalo macet parah dan nyari tempat parkir susah
over sll masih bingung apa yang dinikmati
 ",lautan manusia tumpah pada tanggal april di alun wonosobo seumur baru tau kalau macet parah dan mencari tempat parkir susah over selalu masih bingung apa yang dinikmati,"['lautan', 'manusia', 'tumpah', 'pada', 'tanggal', 'april', 'di', 'alun', 'wonosobo', 'seumur', 'baru', 'tau', 'kalau', 'macet', 'parah', 'dan', 'mencari', 'tempat', 'parkir', 'susah', 'over', 'selalu', 'masih', 'bingung', 'apa', 'yang', 'dinikmati']","['lautan', 'manusia', 'tumpah', 'tanggal', 'april', 'alun', 'wonosobo', 'seumur', 'tau', 'macet', 'parah', 'mencari', 'parkir', 'susah', 'over', 'bingung', 'dinikmati']",laut manusia tumpah tanggal april alun wonosobo umur tau macet parah cari parkir susah over bingung nikmat,-4,Negatif
2 bulan lalu,Bolak balik ke wonosobo nggak pernah bosen .. apalagi sama mie ongkloknya .. best banget ..,Bolak balik ke wonosobo nggak pernah bosen  apalagi sama mie ongkloknya  best banget ,bolak balik ke wonosobo nggak pernah bosen  apalagi sama mie ongkloknya  best banget ,bolak balik ke wonosobo tidak pernah bosan apalagi sama mie ongkloknya best banget,"['bolak', 'balik', 'ke', 'wonosobo', 'tidak', 'pernah', 'bosan', 'apalagi', 'sama', 'mie', 'ongkloknya', 'best', 'banget']","['bolak', 'wonosobo', 'bosan', 'mie', 'ongkloknya', 'best', 'banget']",bolak wonosobo bosan mie ongkloknya best banget,0,Netral
sebulan lalu,Alhamdulillah alun2nya nyaman utk berkegiatan..,Alhamdulillah alunnya nyaman utk berkegiatan,alhamdulillah alunnya nyaman utk berkegiatan,alhamdulillah alunnya nyaman untuk berkegiatan,"['alhamdulillah', 'alunnya', 'nyaman', 'untuk', 'berkegiatan']","['alhamdulillah', 'alunnya', 'nyaman', 'berkegiatan']",alhamdulillah alun nyaman giat,9,Positif
9 bulan lalu,Hiburan rakyat menyenangkan. Dewasa dan anak anak bisa menikmati segala permainan. Ditambah lagi dengan kuliner khas mie ongklok yang bisa menghangatkan badan dan membuat kenyang. Entah kenapa lebih suka mie ongklok disini daripada yg di resto,Hiburan rakyat menyenangkan Dewasa dan anak anak bisa menikmati segala permainan Ditambah lagi dengan kuliner khas mie ongklok yang bisa menghangatkan badan dan membuat kenyang Entah kenapa lebih suka mie ongklok disini daripada yg di resto,hiburan rakyat menyenangkan dewasa dan anak anak bisa menikmati segala permainan ditambah lagi dengan kuliner khas mie ongklok yang bisa menghangatkan badan dan membuat kenyang entah kenapa lebih suka mie ongklok disini daripada yg di resto,hiburan rakyat menyenangkan dewasa dan anak anak bisa menikmati segala permainan ditambah lagi dengan kuliner khas mie ongklok yang bisa menghangatkan badan dan membuat kenyang entah kenapa lebih suka mie ongklok disini daripada yang di resto,"['hiburan', 'rakyat', 'menyenangkan', 'dewasa', 'dan', 'anak', 'anak', 'bisa', 'menikmati', 'segala', 'permainan', 'ditambah', 'lagi', 'dengan', 'kuliner', 'khas', 'mie', 'ongklok', 'yang', 'bisa', 'menghangatkan', 'badan', 'dan', 'membuat', 'kenyang', 'entah', 'kenapa', 'lebih', 'suka', 'mie', 'ongklok', 'disini', 'daripada', 'yang', 'di', 'resto']","['hiburan', 'rakyat', 'menyenangkan', 'dewasa', 'anak', 'anak', 'menikmati', 'permainan', 'ditambah', 'kuliner', 'khas', 'mie', 'ongklok', 'menghangatkan', 'badan', 'kenyang', 'suka', 'mie', 'ongklok', 'resto']",hibur rakyat senang dewasa anak anak nikmat main tambah kuliner khas mie ongklok hangat badan kenyang suka mie ongklok resto,27,Positif
2 bulan lalu,Alun² yang bener² kumplit fasilitasnya.. bikin betah berlama-lama disini. Karena memang rindang pepohonan dan hawanya yg dingin khas di pegunungan.,Alun yang bener kumplit fasilitasnya bikin betah berlamalama disini Karena memang rindang pepohonan dan hawanya yg dingin khas di pegunungan,alun yang bener kumplit fasilitasnya bikin betah berlamalama disini karena memang rindang pepohonan dan hawanya yg dingin khas di pegunungan,alun yang benar komplit fasilitasnya bikin betah berlamalama disini karena memang rindang pepohonan dan hawanya yang dingin khas di pegunungan,"['alun', 'yang', 'benar', 'komplit', 'fasilitasnya', 'bikin', 'betah', 'berlamalama', 'disini', 'karena', 'memang', 'rindang', 'pepohonan', 'dan', 'hawanya', 'yang', 'dingin', 'khas', 'di', 'pegunungan']","['alun', 'komplit', 'fasilitasnya', 'bikin', 'betah', 'berlamalama', 'rindang', 'pepohonan', 'hawanya', 'dingin', 'khas', 'pegunungan']",alun komplit fasilitas bikin betah berlamalama rindang pohon hawa dingin khas gunung,2,Positif
3 minggu lalu,Pameran bersama masing-masing Tim Ekonomi Kreatif kabupaten se Jateng.,Pameran bersama masingmasing Tim Ekonomi Kreatif kabupaten se Jateng,pameran bersama masingmasing tim ekonomi kreatif kabupaten se jateng,pameran bersama masingmasing tim ekonomi kreatif kabupaten se jateng,"['pameran', 'bersama', 'masingmasing', 'tim', 'ekonomi', 'kreatif', 'kabupaten', 'se', 'jateng']","['pameran', 'masingmasing', 'tim', 'ekonomi', 'kreatif', 'kabupaten', 'jateng']",pamer masingmasing tim ekonomi kreatif kabupaten jateng,-3,Negatif
Diedit 3 bulan lalu,"Sejuk, Adem Ayem, Segerr, Cocok utk QT bersama orang tersayang dan keluarga
Bisa menjadi tempat rest sebelum lanjut naik ke Dieng
Di sekitarnya juga banyak taman dan spot foto yang menarik & keren...","Sejuk Adem Ayem Segerr Cocok utk QT bersama orang tersayang dan keluarga
Bisa menjadi tempat rest sebelum lanjut naik ke Dieng
Di sekitarnya juga banyak taman dan spot foto yang menarik  keren","sejuk adem ayem segerr cocok utk qt bersama orang tersayang dan keluarga
bisa menjadi tempat rest sebelum lanjut naik ke dieng
di sekitarnya juga banyak taman dan spot foto yang menarik  keren",sejuk adem ayem segar cocok untuk kita bersama orang tersayang dan keluarga bisa menjadi tempat istirahat sebelum lanjut naik ke dieng di sekitarnya juga banyak taman dan spot foto yang menarik keren,"['sejuk', 'adem', 'ayem', 'segar', 'cocok', 'untuk', 'kita', 'bersama', 'orang', 'tersayang', 'dan', 'keluarga', 'bisa', 'menjadi', 'tempat', 'istirahat', 'sebelum', 'lanjut', 'naik', 'ke', 'dieng', 'di', 'sekitarnya', 'juga', 'banyak', 'taman', 'dan', 'spot', 'foto', 'yang', 'menarik', 'keren']","['sejuk', 'adem', 'ayem', 'segar', 'cocok', 'orang', 'tersayang', 'keluarga', 'istirahat', 'dieng', 'taman', 'spot', 'foto', 'menarik', 'keren']",sejuk adem ayem segar cocok orang sayang keluarga istirahat dieng taman spot foto tarik keren,24,Positif
2 bulan lalu,"Terimakasih sudah memberikan pengalaman terbaik melihat pameran balon udara, meskipun bermacet macet ria tapi sangat amat worth it ⭐️⭐️⭐️⭐️⭐️",Terimakasih sudah memberikan pengalaman terbaik melihat pameran balon udara meskipun bermacet macet ria tapi sangat amat worth it ,terimakasih sudah memberikan pengalaman terbaik melihat pameran balon udara meskipun bermacet macet ria tapi sangat amat worth it ,terimakasih sudah memberikan pengalaman terbaik melihat pameran balon udara meskipun bermacet macet ria tapi sangat amat sepadan itu,"['terimakasih', 'sudah', 'memberikan', 'pengalaman', 'terbaik', 'melihat', 'pameran', 'balon', 'udara', 'meskipun', 'bermacet', 'macet', 'ria', 'tapi', 'sangat', 'amat', 'sepadan', 'itu']","['terimakasih', 'pengalaman', 'terbaik', 'pameran', 'balon', 'udara', 'bermacet', 'macet', 'ria', 'sepadan']",terimakasih alam baik pamer balon udara macet macet ria padan,7,Positif
2 minggu lalu,"Bisa buat kegiatan apapun
Yang mau jogging, semoga ga bareng sama event gitu ya, biasanya pada jualan yang bikin jalannya rame dan ga enak buat lari wkwkwk.
Pindah ke rute muter pendopo sampe pdam ajaa","Bisa buat kegiatan apapun
Yang mau jogging semoga ga bareng sama event gitu ya biasanya pada jualan yang bikin jalannya rame dan ga enak buat lari wkwkwk
Pindah ke rute muter pendopo sampe pdam ajaa","bisa buat kegiatan apapun
yang mau jogging semoga ga bareng sama event gitu ya biasanya pada jualan yang bikin jalannya rame dan ga enak buat lari wkwkwk
pindah ke rute muter pendopo sampe pdam ajaa",bisa buat kegiatan apapun yang mau jogging semoga tidak bareng sama acara begitu ya biasanya pada jualan yang bikin jalannya ramai dan tidak enak buat lari wkwkwk pindah ke rute putar pendopo sampai pdam saja,"['bisa', 'buat', 'kegiatan', 'apapun', 'yang', 'mau', 'jogging', 'semoga', 'tidak', 'bareng', 'sama', 'acara', 'begitu', 'ya', 'biasanya', 'pada', 'jualan', 'yang', 'bikin', 'jalannya', 'ramai', 'dan', 'tidak', 'enak', 'buat', 'lari', 'wkwkwk', 'pindah', 'ke', 'rute', 'putar', 'pendopo', 'sampai', 'pdam', 'saja']","['kegiatan', 'apapun', 'jogging', 'semoga', 'bareng', 'acara', 'ya', 'jualan', 'bikin', 'jalannya', 'ramai', 'enak', 'lari', 'wkwkwk', 'pindah', 'rute', 'putar', 'pendopo', 'pdam']",giat apa jogging moga bareng acara ya jual bikin jalan ramai enak lari wkwkwk pindah rute putar pendopo pdam,14,Positif
8 bulan lalu,"Alun alunya luas, tapi untuk kebersihanya agak kurang
Kadang masih banyak sampah
Terlebih banyak kotoran burung di beberapa sisi …","Alun alunya luas tapi untuk kebersihanya agak kurang
Kadang masih banyak sampah
Terlebih banyak kotoran burung di beberapa sisi ","alun alunya luas tapi untuk kebersihanya agak kurang
kadang masih banyak sampah
terlebih banyak kotoran burung di beberapa sisi ",alun alunya luas tapi untuk kebersihanya agak kurang kadang masih banyak sampah terlebih banyak kotoran burung di beberapa sisi,"['alun', 'alunya', 'luas', 'tapi', 'untuk', 'kebersihanya', 'agak', 'kurang', 'kadang', 'masih', 'banyak', 'sampah', 'terlebih', 'banyak', 'kotoran', 'burung', 'di', 'beberapa', 'sisi']","['alun', 'alunya', 'luas', 'kebersihanya', 'kadang', 'sampah', 'kotoran', 'burung', 'sisi']",alun alu luas kebersihanya kadang sampah kotor burung sisi,-3,Negatif
